6.335999999999999943e+01,7.853000000000000114e+01,1.275999999999999979e+01
6.338000000000000256e+01,7.854999999999999716e+01,1.292999999999999972e+01
6.339999999999999858e+01,7.856000000000000227e+01,1.309999999999999964e+01
6.340999999999999659e+01,7.857999999999999829e+01,1.325999999999999979e+01
6.342000000000000171e+01,7.862000000000000455e+01,1.340000000000000036e+01
6.342000000000000171e+01,7.867000000000000171e+01,1.353999999999999915e+01
6.339999999999999858e+01,7.870999999999999375e+01,1.366999999999999993e+01
6.335000000000000142e+01,7.876999999999999602e+01,1.381000000000000050e+01
6.331000000000000227e+01,7.882999999999999829e+01,1.391999999999999993e+01
6.325999999999999801e+01,7.890999999999999659e+01,1.402999999999999936e+01
6.320000000000000284e+01,7.898999999999999488e+01,1.413000000000000078e+01
6.314000000000000057e+01,7.909999999999999432e+01,1.421000000000000085e+01
6.303999999999999915e+01,7.920000000000000284e+01,1.431000000000000050e+01
6.292000000000000171e+01,7.931000000000000227e+01,1.441000000000000014e+01
6.275999999999999801e+01,7.942000000000000171e+01,1.452999999999999936e+01
6.260999999999999943e+01,7.954999999999999716e+01,1.463000000000000078e+01
6.246000000000000085e+01,7.970000000000000284e+01,1.472000000000000064e+01
6.224000000000000199e+01,7.984000000000000341e+01,1.483999999999999986e+01
6.203000000000000114e+01,8.001000000000000512e+01,1.493999999999999950e+01
6.184000000000000341e+01,8.018999999999999773e+01,1.501999999999999957e+01
6.160000000000000142e+01,8.034999999999999432e+01,1.515000000000000036e+01
6.135999999999999943e+01,8.051999999999999602e+01,1.527999999999999936e+01
6.113000000000000256e+01,8.070000000000000284e+01,1.540000000000000036e+01
6.085999999999999943e+01,8.087000000000000455e+01,1.555000000000000071e+01
6.056000000000000227e+01,8.104999999999999716e+01,1.571000000000000085e+01
6.025000000000000000e+01,8.121999999999999886e+01,1.586999999999999922e+01
5.989999999999999858e+01,8.140000000000000568e+01,1.603999999999999915e+01
5.953999999999999915e+01,8.156999999999999318e+01,1.619999999999999929e+01
5.914999999999999858e+01,8.176000000000000512e+01,1.635000000000000142e+01
5.875000000000000000e+01,8.193999999999999773e+01,1.651000000000000156e+01
5.831000000000000227e+01,8.214000000000000057e+01,1.666000000000000014e+01
5.785999999999999943e+01,8.231999999999999318e+01,1.680000000000000071e+01
5.739000000000000057e+01,8.251999999999999602e+01,1.694999999999999929e+01
5.685000000000000142e+01,8.268999999999999773e+01,1.714000000000000057e+01
5.635000000000000142e+01,8.287999999999999545e+01,1.726999999999999957e+01
5.581000000000000227e+01,8.306999999999999318e+01,1.742000000000000171e+01
5.521000000000000085e+01,8.325000000000000000e+01,1.758999999999999986e+01
5.464000000000000057e+01,8.343000000000000682e+01,1.771000000000000085e+01
5.403000000000000114e+01,8.362000000000000455e+01,1.783999999999999986e+01
5.339000000000000057e+01,8.379999999999999716e+01,1.796999999999999886e+01
5.274000000000000199e+01,8.398000000000000398e+01,1.807999999999999829e+01
5.206000000000000227e+01,8.415999999999999659e+01,1.819000000000000128e+01
5.135999999999999943e+01,8.434000000000000341e+01,1.828000000000000114e+01
5.064999999999999858e+01,8.451000000000000512e+01,1.837000000000000099e+01
4.993999999999999773e+01,8.467000000000000171e+01,1.846000000000000085e+01
4.920000000000000284e+01,8.481999999999999318e+01,1.855000000000000071e+01
4.846000000000000085e+01,8.496999999999999886e+01,1.862999999999999901e+01
4.770000000000000284e+01,8.512000000000000455e+01,1.871999999999999886e+01
4.692999999999999972e+01,8.526999999999999602e+01,1.878999999999999915e+01
4.615999999999999659e+01,8.540999999999999659e+01,1.887000000000000099e+01
4.539000000000000057e+01,8.553000000000000114e+01,1.894000000000000128e+01
4.460000000000000142e+01,8.565999999999999659e+01,1.901000000000000156e+01
4.381000000000000227e+01,8.576999999999999602e+01,1.907999999999999829e+01
4.302000000000000313e+01,8.587999999999999545e+01,1.914000000000000057e+01
4.221000000000000085e+01,8.595999999999999375e+01,1.919999999999999929e+01
4.142000000000000171e+01,8.604000000000000625e+01,1.925000000000000000e+01
4.060000000000000142e+01,8.610999999999999943e+01,1.928999999999999915e+01
3.978000000000000114e+01,8.615000000000000568e+01,1.933999999999999986e+01
3.896000000000000085e+01,8.618999999999999773e+01,1.937000000000000099e+01
3.814999999999999858e+01,8.620999999999999375e+01,1.939999999999999858e+01
3.728999999999999915e+01,8.620999999999999375e+01,1.946000000000000085e+01
3.647999999999999687e+01,8.620000000000000284e+01,1.948999999999999844e+01
3.568999999999999773e+01,8.617000000000000171e+01,1.948999999999999844e+01
3.489999999999999858e+01,8.609999999999999432e+01,1.951000000000000156e+01
3.410999999999999943e+01,8.600000000000000000e+01,1.953999999999999915e+01
3.331000000000000227e+01,8.587000000000000455e+01,1.955999999999999872e+01
3.252000000000000313e+01,8.571999999999999886e+01,1.958999999999999986e+01
3.171000000000000085e+01,8.551999999999999602e+01,1.964000000000000057e+01
3.094999999999999929e+01,8.529999999999999716e+01,1.964999999999999858e+01
