rackM5_X ,rackM5_Y ,rackM5_Z ,rackM1_X ,rackM1_Y ,rackM1_Z ,rackM2_X ,rackM2_Y ,rackM2_Z ,rackM6_X ,rackM6_Y ,rackM6_Z ,rackM3_X ,rackM3_Y ,rackM3_Z ,rackM4_X ,rackM4_Y ,rackM4_Z,rampM3_X,rampM3_Y,rampM3_Z,basketM2_X,basketM2_Y,basketM2_Z,basketM1_X,basketM1_Y,basketM1_Z,rampM1_X,rampM1_Y,rampM1_Z,basketM3_X,basketM3_Y,basketM3_Z,rampM2_X,rampM2_Y,rampM2_Z
273.9073486,1521.850952,22.68736839,60.16283798,1522.258057,16.20616722,7.016805172,1255.922119,25.79637527,657.5490112,-573.4346313,468.2373962,669.2506104,322.6214905,101.460022,1210.337524,320.7626953,103.2161407,-35.69403076,950.3190308,27.61237335,-53.70821762,502.928009,31.80738831,-105.422966,881.4867554,28.54847145,-107.3158646,775.1355591,28.55999756,-106.4031677,662.2747192,30.09979248,-106.9518127,553.1194458,31.3115406
273.9230957,1522.019775,22.68804169,60.19777679,1522.17981,16.17771339,6.874088287,1255.933716,25.91778374,657.5585938,-573.4659424,468.2124023,669.0319214,322.6199036,101.4508743,1210.352539,320.7524414,103.2137756,-35.69934082,950.1638794,27.75007439,-53.74660492,503.0300598,31.72842789,-105.4356918,881.4970703,28.5610218,-107.3120575,775.1360474,28.55254173,-106.3922729,662.2698975,30.08933449,-106.9424744,553.1260376,31.29821396
274.0495605,1522.091309,22.51037216,60.17586517,1522.206543,16.17191505,6.813243389,1255.882568,26.02424622,657.564209,-573.4581909,468.233551,669.0201416,322.6178284,101.4430237,1210.331299,320.7431946,103.1905212,-35.68278885,950.1505127,27.76838303,-53.61576462,503.0253601,31.65663528,-105.4320679,881.4853516,28.54983521,-107.3138199,775.1350708,28.55564308,-106.3619156,662.24823,30.07810211,-106.9540558,553.12146,31.29543304
273.8138428,1521.97876,22.88498306,60.19593811,1522.235107,16.11940384,6.850552082,1255.952393,25.96829987,657.5699463,-573.4556274,468.2258606,668.7623291,322.5449219,101.5630188,1210.332275,320.7688904,103.2078629,-35.70023727,950.1871338,27.74305534,-53.60836029,503.0228577,31.64931488,-105.4272766,881.4911499,28.55852127,-107.3265457,775.1323242,28.56997108,-106.3633347,662.2509155,30.08957672,-106.9671631,553.1104126,31.30531311
273.7368469,1522.049805,23.0650692,60.2110405,1522.204712,16.13002586,7.013488293,1255.936523,25.77457047,657.5609741,-573.4605103,468.2437744,669.3549805,322.7136536,101.3279724,1210.322388,320.7571411,103.2118073,-35.68252182,950.1630249,27.74763489,-53.71936798,502.9638367,31.80627823,-105.4327469,881.4949951,28.55694962,-107.3101196,775.1331177,28.57411766,-106.3892212,662.2763062,30.08605385,-106.8954544,553.1757813,31.20583534
273.8265381,1522.116699,22.92223549,60.16080856,1522.320801,16.06263733,7.018977642,1255.940674,25.78874779,657.5658569,-573.4573364,468.2305298,669.0480957,322.6603088,101.3998871,1210.345093,320.7553406,103.1985397,-35.52967072,950.2112427,27.55468369,-53.57614899,503.157135,31.49556732,-105.4331665,881.4881592,28.54699326,-107.3121796,775.1386719,28.56570816,-106.4544373,662.2311401,30.18684959,-106.9024429,553.1846924,31.20072174
273.8385315,1522.011475,22.82505035,60.22881699,1522.242554,16.01257706,6.876369476,1255.916382,25.93969345,657.569519,-573.4505005,468.2559204,668.7194214,322.5107727,101.5772324,1210.335449,320.7664795,103.2123718,-35.68712616,950.1855469,27.73287582,-53.58613586,502.9783936,31.67622566,-105.42939,881.4989624,28.55519295,-107.3023758,775.1447754,28.57427788,-106.45047,662.3633423,30.05170631,-106.964035,553.1344604,31.30774689
273.9502563,1521.671509,22.60977173,60.16249466,1522.401855,15.99101067,7.033542633,1255.930786,25.78686714,657.5477905,-573.4345093,468.2348328,669.0906982,322.8014526,101.1925278,1210.348755,320.7463684,103.2116547,-35.66923141,950.1571655,27.74248505,-53.68425369,502.9570313,31.78413391,-105.4260483,881.4865112,28.55884552,-107.3142471,775.1330566,28.56256676,-106.4000549,662.2808838,30.08797836,-106.897728,553.171875,31.19687653
273.7208862,1522.046631,23.08223343,60.20020676,1522.370361,15.92980576,6.833899021,1255.926147,26.00399208,657.5697021,-573.4505005,468.2543945,669.1259155,322.8205872,101.1865768,1210.341431,320.7276917,103.206665,-35.70058441,950.3520508,27.5891819,-53.74037933,502.9562073,31.80955505,-105.4398956,881.4940186,28.54144096,-107.3157349,775.1357422,28.56165504,-106.3947296,662.2687988,30.09778595,-106.9007645,553.178772,31.20243454
273.8289795,1522.112305,22.91166687,60.19777679,1522.369141,15.94435692,6.823565483,1255.911377,26.02154922,657.5747681,-573.4564819,468.2346497,669.2483521,322.618988,101.4281158,1210.325317,320.747467,103.2135086,-35.68756866,950.1480713,27.76214981,-53.55577087,503.1509094,31.47918892,-105.4242859,881.489624,28.53984833,-107.3022156,775.1488037,28.56158447,-106.401619,662.2776489,30.10589409,-106.8955994,553.1692505,31.2086277
273.9075012,1521.912231,22.6846962,60.21032715,1522.18042,16.16678047,6.840278149,1255.928589,25.98355103,657.564209,-573.4581299,468.2337036,669.043335,322.6249084,101.451561,1210.341553,320.7655945,103.204216,-35.52598572,950.0154419,27.73194695,-53.57982254,503.1384277,31.51442528,-105.4300156,881.4901733,28.56225395,-107.3105774,775.1402588,28.57093048,-106.3912506,662.2719727,30.09210968,-106.9447784,553.109436,31.31587601
273.7659302,1522.403931,23.08330917,59.96456146,1522.317627,16.73370171,6.830572605,1255.918213,25.99539375,657.5491943,-573.4336548,468.2329407,669.0409546,322.625061,101.4481659,1210.32666,320.7430115,103.2031631,-35.70781708,950.194458,27.74916077,-53.6139183,503.0201721,31.66086006,-105.4340744,881.4875488,28.53911972,-107.3183746,775.1297607,28.55792236,-106.4794846,662.322876,30.12548256,-106.9445496,553.0995483,31.31509209
273.7081604,1522.081055,23.11609268,60.18913269,1522.199219,16.17307854,7.01789999,1255.921509,25.79619408,657.5495605,-573.4335938,468.231781,669.0385742,322.6073303,101.4479065,1210.331787,320.7391968,103.2190933,-35.69167328,950.1661377,27.7457943,-53.61418915,503.0640869,31.605196,-105.4337006,881.4942017,28.55758858,-107.3192596,775.1265259,28.56663704,-106.2525101,662.2921143,29.94469833,-106.9129105,553.1707153,31.20914268
273.927124,1521.682007,22.60476303,60.16086578,1522.282104,16.22511482,7.018050671,1255.932861,25.77963829,657.5602417,-573.4596558,468.2390137,668.7059326,322.5212097,101.566185,1210.315674,320.7579956,103.2127304,-35.47794724,950.0328979,27.67703438,-53.55495071,503.1247559,31.48950768,-105.4449615,881.5232544,28.52463722,-107.3296814,775.1293945,28.5575428,-106.4303207,662.2597656,30.14462662,-106.9028473,553.1727295,31.21190834
273.8960571,1521.908081,22.70983505,60.16854095,1522.234375,16.20782661,7.018548489,1255.940918,25.78880882,657.5749512,-573.461731,468.2055664,669.0342407,322.6203308,101.4361115,1210.322021,320.7474976,103.2116623,-35.67037964,950.1544189,27.74281502,-53.72340012,502.9338684,31.81765938,-105.4317703,881.4990845,28.53993034,-107.3201294,775.140564,28.56194687,-106.393364,662.2732544,30.09214973,-106.8962402,553.1641235,31.20610619
274.0662537,1521.918335,22.39010811,60.19610977,1522.198853,16.19258881,6.836531162,1255.923706,25.98152924,657.548645,-573.4344482,468.2388,669.0413208,322.6325073,101.440506,1210.328491,320.7507324,103.1961365,-35.70333099,950.1967163,27.72111702,-53.61963654,503.0740356,31.612957,-105.4284821,881.5009766,28.54947472,-107.3175507,775.1494141,28.55533218,-106.4695282,662.3032837,30.12221146,-106.8959808,553.1694946,31.20867157
273.9356995,1521.960205,22.68589592,60.12194061,1522.386353,16.15879822,7.017499447,1255.933228,25.77612495,657.5655518,-573.4573975,468.23172,669.0266724,322.6238709,101.4548721,1210.318726,320.7593994,103.2189407,-35.71514511,950.3213501,27.62741852,-53.58610916,503.1275635,31.52087212,-105.4395218,881.5026855,28.54393768,-107.3204269,775.1257324,28.55192184,-106.4478531,662.2409668,30.17316246,-106.9192505,553.1688843,31.2126255
274.0437622,1522.107056,22.53118515,60.1324234,1522.344604,16.17572784,7.018846512,1255.940063,25.79179764,657.56427,-573.4580688,468.2338562,669.0288696,322.7891846,101.2159729,1210.324585,320.7382813,103.2023849,-35.68537903,950.1834106,27.73903275,-53.7153244,502.9463501,31.81741142,-105.4330368,881.4971924,28.55259132,-107.3149185,775.1494751,28.56965446,-106.3842239,662.2678223,30.08789253,-106.9068069,553.1692505,31.21861267
274.0438538,1522.071777,22.51513672,60.13883209,1522.33667,16.16174507,7.017183304,1255.93335,25.77757072,657.5513916,-573.4325562,468.229126,669.2452393,322.6432495,101.4421387,1210.324463,320.748291,103.208519,-35.69538879,950.3352051,27.60825348,-53.7135849,502.9503479,31.7990818,-105.4319763,881.4961548,28.54146385,-107.3174133,775.1361694,28.57464981,-106.4044342,662.2696533,30.10555267,-106.9658661,553.1046143,31.32811165
273.7326965,1522.286499,23.10936165,60.19758987,1522.294434,16.00543404,6.823152065,1255.934204,26.01282883,657.5501709,-573.4330444,468.2318115,668.6947021,322.5395813,101.5930176,1210.317383,320.7505188,103.2093582,-35.52421951,950.229187,27.52880478,-53.71446228,502.9504089,31.81070137,-105.4326324,881.499939,28.54956055,-107.3265457,775.1356812,28.55689812,-106.4637222,662.2663574,30.17133141,-106.9002533,553.1602173,31.20692635
273.8961487,1522.005859,22.74502563,0,0,0,6.855945587,1255.899658,25.9988575,657.5633545,-573.4532471,468.2642822,669.0704346,322.8010864,101.2038269,1210.324219,320.7532959,103.2110901,-35.70048141,950.1685181,27.76785088,-53.60448456,503.0640869,31.60680771,-105.4377975,881.5087891,28.5450573,-107.3247223,775.130249,28.57191849,-106.2599487,662.324646,29.90616608,-106.8959808,553.1636963,31.20616722
274.0681152,1522.049438,22.49315071,60.17567062,1522.206299,16.18018723,6.845153809,1255.911499,26.01049232,657.5668335,-573.4567261,468.2296143,668.7427979,322.5338745,101.5882492,1210.321655,320.7435913,103.2198257,-35.70617676,950.1674805,27.77638626,-53.69353104,502.9369202,31.80836868,-105.4268341,881.4931641,28.53244591,-107.3096619,775.1259766,28.57156372,-106.409729,662.2741699,30.0971489,-106.902916,553.1674805,31.20946121
273.6872559,1522.090088,23.12166214,60.14763641,1522.398804,15.88236046,7.016658306,1255.936035,25.79485512,657.5651855,-573.4575195,468.2326355,668.7177734,322.5405273,101.578125,1210.332031,320.7667542,103.207489,-35.69698715,950.1577148,27.79011154,-53.69959259,502.9326172,31.81388283,-105.4310379,881.4880371,28.54587936,-107.3190308,775.1260986,28.56237221,-106.4586334,662.2846069,30.14920807,-106.9019089,553.175415,31.21074486
274.0114746,1521.592773,22.45658684,60.15690613,1522.38501,15.86975384,6.821239948,1255.904541,26.03341675,657.5634155,-573.453186,468.2646179,668.8552856,322.5143127,101.6113129,1210.32605,320.747406,103.2077255,-35.72932434,950.2388306,27.71911621,-53.729702,502.9859009,31.7903614,-105.4383926,881.491333,28.55273628,-107.3085938,775.1316528,28.56092453,-106.4086838,662.2614746,30.11255836,-106.8912964,553.1698608,31.20711517
273.7546997,1522.419312,23.08977699,60.11996841,1522.379761,15.92492867,7.019589424,1255.933716,25.79831123,657.5592651,-573.4656982,468.2111816,669.2602539,322.6133423,101.4397736,1210.335938,320.7665405,103.2036514,-35.52075195,950.2506104,27.55153656,-53.71742249,502.9529724,31.81284523,-105.4311981,881.4934082,28.54118919,-107.3087082,775.1251831,28.56483078,-106.401947,662.2751465,30.09898949,-106.9054947,553.1584473,31.21571732
273.928009,1521.875366,22.68659401,60.15065002,1522.383789,15.90989208,7.016712666,1255.936035,25.79483986,657.5631714,-573.4585571,468.236145,669.3581543,322.8115234,101.174263,1210.320313,320.7498169,103.2091675,-35.54008865,950.2086792,27.58224678,-53.61468124,503.0238647,31.64509964,-105.4292831,881.4856567,28.55269623,-107.3204422,775.1200562,28.57776451,-106.450119,662.3607178,30.05619621,-106.9102478,553.1796265,31.21332169
