rackM5_X ,rackM5_Y ,rackM5_Z ,rackM1_X ,rackM1_Y ,rackM1_Z ,rackM2_X ,rackM2_Y ,rackM2_Z ,rackM6_X ,rackM6_Y ,rackM6_Z ,rackM3_X ,rackM3_Y ,rackM3_Z ,rackM4_X ,rackM4_Y ,rackM4_Z,rampM3_X,rampM3_Y,rampM3_Z,basketM2_X,basketM2_Y,basketM2_Z,basketM1_X,basketM1_Y,basketM1_Z,rampM1_X,rampM1_Y,rampM1_Z,basketM3_X,basketM3_Y,basketM3_Z,rampM2_X,rampM2_Y,rampM2_Z
280.0193176,1528.52478,22.58529663,63.17646408,1527.951538,14.25447369,13.65028477,1261.406494,24.79437065,-30.97860909,957.5253296,26.67465973,-46.97760773,510.004364,30.90688705,-100.0242386,888.571228,27.66896629,-101.9509048,781.7766724,27.82182884,-99.73419952,670.4428711,29.41097832,-101.4740906,559.5576782,29.95252037,666.4647827,-562.7636719,463.4421387,673.7883301,333.9315491,99.46511078,1216.59021,335.5726013,102.1174393
280.1683044,1528.828247,22.37976265,0,0,0,13.35451317,1261.276611,25.06649971,-30.99313354,957.4852905,26.74618149,-46.96831131,510.0245056,30.90605927,-100.0409622,888.5876465,27.66423416,-101.9490585,781.7782593,27.80643654,-99.71315002,670.3963623,29.44094849,-101.4898682,559.541626,29.96472359,666.4432983,-562.7471924,463.421051,673.7913208,333.9321899,99.46643829,1216.571777,335.5909424,102.141037
280.0528259,1529.087769,22.66448975,63.07497025,1528.174316,14.40706539,13.43697262,1261.287964,24.98888969,-30.98443413,957.5353394,26.6879425,-47.03988266,509.9174194,31.04412079,-100.0250626,888.5571289,27.66775703,-101.954422,781.788208,27.81182671,-99.74192047,670.4511719,29.40967369,-101.4082718,559.6369629,29.80487633,666.4607544,-562.7700195,463.4185486,673.8071899,333.9327698,99.45994568,1216.568726,335.5925903,102.1344376
280.0461731,1528.515869,22.56212616,63.13655853,1528.030029,14.14077187,13.33922863,1261.276489,25.07695198,-30.99657822,957.5239868,26.68743706,-47.03655243,509.9243774,31.05527687,-100.0359879,888.5716553,27.66718674,-101.9578781,781.7941895,27.80654526,-99.73049164,670.3936768,29.44225311,-101.4922409,559.5509033,29.96586227,666.4587402,-562.7721558,463.4214783,673.800293,333.962677,99.45632935,1216.58728,335.5731812,102.1140137
280.0269165,1528.568604,22.58840179,63.76123428,1526.477661,14.93700504,13.59445,1261.413208,24.84626007,-30.80647087,957.3745117,26.65695763,-47.09999847,509.8844604,31.13499069,-100.03759,888.581604,27.67069626,-101.9678802,781.7839966,27.80968285,-99.73131561,670.4447632,29.41053009,-101.551178,559.4379883,30.13889885,666.4685669,-562.7671509,463.4092102,673.7723389,333.9184265,99.47747803,1216.57605,335.5888062,102.1431656
279.8660278,1529.185547,22.99847984,63.12406158,1528.032959,14.23711014,13.63257217,1261.415771,24.80249405,-30.77211952,957.4505005,26.5544796,-46.98310852,510.0382385,30.89809036,-100.0238113,888.5708008,27.65935135,-101.9626617,781.772583,27.81329155,-99.69462585,670.4051514,29.41784096,-101.5499191,559.4367065,30.14333534,666.4622192,-562.7648926,463.4447327,674.0673218,333.9350891,99.44981384,1216.571289,335.592865,102.1278381
280.025116,1528.57312,22.57483673,62.98259735,1528.228516,14.47243404,13.44343281,1261.276245,24.96922112,-31.00623322,957.4633179,26.75194359,-47.0365181,509.9250488,31.05467987,-100.0205688,888.5488281,27.66440392,-101.951622,781.7669678,27.81647682,-99.69831848,670.4194946,29.40676689,-101.4831238,559.5423584,29.96678162,666.4404907,-562.776123,463.428009,673.8118896,333.940155,99.4473114,1216.563354,335.5948486,102.1507645
280.0160522,1528.541016,22.58017349,63.78844452,1526.457031,14.56122398,13.32405567,1261.282715,25.09681892,-30.91499329,957.3189087,26.79023552,-47.04607391,509.9204407,31.0616951,-100.0294571,888.5758057,27.66548729,-101.9580917,781.7495117,27.78915596,-99.632164,670.3154907,29.45717812,-101.3656158,559.6118774,29.79760933,666.4749756,-562.7957153,463.4203186,674.2196655,334.1262512,99.17321014,1216.593872,335.59552,102.1201324
280.0253906,1528.306519,22.50726509,0,0,0,13.63888264,1261.414673,24.79375267,-30.97374916,957.5291748,26.66890335,-47.16515732,509.8677368,31.21404839,-100.0255737,888.5695801,27.65883446,-101.9500122,781.7679443,27.81997299,-99.68688965,670.3986816,29.40789413,-101.3702087,559.6127319,29.80502129,666.4697266,-562.7615356,463.4353333,673.7858887,333.940033,99.46390533,1216.590088,335.5973816,102.1401672
280.0461426,1528.550415,22.54024887,63.18449402,1527.970703,14.32755184,13.65469837,1261.40564,24.79207611,-30.75988579,957.4263306,26.54605103,-47.17107773,509.8708191,31.20034981,-100.0338821,888.5858765,27.66913414,-101.959343,781.7761841,27.81210327,-99.68455505,670.4277344,29.39566994,-101.513382,559.5377808,29.97587204,666.4587402,-562.7721558,463.4214783,674.0144043,334.1520996,99.13246155,1216.564331,335.5940552,102.1358948
280.0138245,1528.549927,22.58201027,62.76695251,1528.266846,14.99411297,13.34805775,1261.281494,25.08722687,-30.88517952,957.3117676,26.8000412,-46.98186111,510.0137939,30.8993969,-100.03228,888.5591431,27.66541481,-101.9503479,781.7814941,27.79750633,-99.64631653,670.3044434,29.4666996,-101.5522461,559.4331665,30.14673233,666.4584351,-562.7716675,463.4213257,673.8051758,333.9400024,99.44678497,1216.589844,335.568512,102.1224823
280.1974792,1528.768433,22.34877014,62.72790527,1528.395752,14.921031,13.32977486,1261.279053,25.09623337,-30.99593544,957.5094604,26.6962471,-46.95888519,510.015686,30.89178085,-100.0112228,888.5579224,27.6683712,-101.9447556,781.7807007,27.81527138,-99.72357941,670.4519653,29.40712738,-101.3840103,559.6220703,29.80310631,666.4498291,-562.7741089,463.4286804,673.7816162,333.9257813,99.44228363,1216.581299,335.6074829,102.141922
280.0321045,1528.538818,22.56674194,0,0,0,13.58442497,1261.411621,24.86101341,-31.00349998,957.4854736,26.73478699,-47.15930939,509.8368835,31.22929955,-100.0020218,888.5636597,27.66545296,-101.9418564,781.7817383,27.8126545,-99.73149872,670.4460449,29.40923309,-101.5630035,559.4434204,30.14730263,666.4599609,-562.7714233,463.4201355,673.8170166,333.9248047,99.46342468,1216.561523,335.5993042,102.1371536
280.0782471,1529.062622,22.63193321,63.15932465,1527.969482,14.33612251,13.44564056,1261.268311,24.96164322,-31.00002098,957.5189209,26.68271446,-47.16616821,509.8880615,31.19540405,-100.038208,888.5916138,27.65708923,-101.9491425,781.7667847,27.80921936,-99.64096832,670.3030396,29.45814323,-101.48069,559.550354,29.97286224,666.4626465,-562.7705078,463.4176331,673.7939453,333.932312,99.46115112,1216.573608,335.592041,102.1370544
280.0054626,1528.359009,22.5637989,63.12905502,1528.067505,14.18382645,13.64271927,1261.413818,24.81911659,-30.98366165,957.5059204,26.71674919,-47.16087341,509.8394165,31.2272625,-100.0008545,888.5596313,27.6664772,-101.9567413,781.753418,27.81177902,-99.6625061,670.3922729,29.41183662,-101.3952408,559.6100464,29.82844543,666.4647827,-562.7636719,463.4421387,673.7889404,333.9297485,99.46073914,1216.585693,335.5703125,102.1216736
280.027832,1528.543945,22.56131172,63.12854767,1528.074829,14.16552734,13.63934898,1261.415771,24.79594994,-30.98632622,957.5233765,26.68702316,-46.98826599,510.0536804,30.8726368,-100.0266876,888.569397,27.66662025,-101.9471512,781.7834473,27.81158066,-99.76194763,670.6113892,29.26895142,-101.3748474,559.6116333,29.80216217,666.461853,-562.7716675,463.4190979,673.7630615,333.9179077,99.46888733,1216.600952,335.5618591,102.1249771
280.18396,1528.77002,22.36129951,63.86726761,1526.577393,14.1903019,13.43125534,1261.300171,25.00183296,-30.93688393,957.3222046,26.82296181,-46.96947479,510.0392151,30.8890686,-100.0440063,888.5529785,27.6715126,-101.9570084,781.7954712,27.80093002,-99.59203339,670.3164673,29.39868164,-101.3712082,559.6191406,29.79709816,666.4700928,-562.7622681,463.4353943,673.7719727,333.930542,99.46383667,1216.58728,335.5731812,102.1140137
280.0215454,1528.529785,22.57079697,62.82963181,1528.259888,14.98802662,13.55056763,1261.400757,24.90447807,-30.89629173,957.3273315,26.79582596,-47.04101944,509.9168396,31.05412102,-100.0394363,888.5784302,27.66998672,-101.9549103,781.7928467,27.80791855,-99.7481842,670.453186,29.40904617,-101.5708466,559.4453125,30.13889694,666.4586182,-562.7719116,463.4214172,674.1543579,334.1625366,99.13700104,1216.577759,335.5814209,102.1221161
280.0506287,1528.530518,22.53948021,0,0,0,13.35319901,1261.29248,25.06329346,-31.02014351,957.4724731,26.76197815,-46.97990036,510.0409241,30.88907051,-100.0377808,888.5508423,27.67452049,-101.9526062,781.7837524,27.81290817,-99.64785004,670.3461304,29.44562531,-101.5590897,559.4367065,30.14525414,666.4697876,-562.7617798,463.4353638,673.7838135,333.9427185,99.45789337,1216.567505,335.5978088,102.1513443
280.0250854,1528.573364,22.58525085,0,0,0,13.63974571,1261.415161,24.79519653,-30.99556541,957.5391846,26.68114853,-47.01308823,510.0464478,30.90578079,-100.0094147,888.5635376,27.66596413,-101.9593048,781.7735596,27.81943512,-99.69125366,670.4082031,29.41709709,-101.3790665,559.6350708,29.79056358,666.4661255,-562.7685547,463.4119568,674.0661011,333.9368591,99.44778442,1216.565674,335.5975342,102.1290512
279.8746948,1528.437378,22.81905746,63.88227463,1526.463135,14.36398506,13.60612679,1261.41272,24.83672333,-31.00024033,957.4940186,26.7270031,-47.09959412,509.8824158,31.14595604,-100.0252838,888.5692139,27.66267395,-101.9669113,781.7872314,27.82029152,-99.70584869,670.3971558,29.44372368,-101.3786469,559.6185913,29.78097725,666.4873657,-562.7849121,463.4330139,673.810791,333.9346008,99.45468903,1216.583984,335.5736694,102.1192627
280.0225525,1528.580688,22.583395,63.11770248,1528.083374,14.18641949,13.43070412,1261.29541,24.99335098,-30.90932846,957.3114624,26.80780411,-47.04388046,509.9125061,31.06191635,-100.0205994,888.5700073,27.66687012,-101.9608459,781.7828369,27.81124306,-99.69532013,670.4154663,29.40626526,-101.4868698,559.5507813,29.96695709,666.4625244,-562.7755737,463.3887939,673.7886353,333.9219971,99.45722961,1216.584229,335.5775146,102.144371
280.164032,1528.838867,22.40184402,62.7405777,1528.548706,14.70310688,13.36737251,1261.286133,25.04934502,-30.99811745,957.5273438,26.68026161,-46.94654465,510.0101318,30.90069771,-100.037323,888.5623779,27.66318512,-101.9639969,781.7615356,27.81686783,-99.73014832,670.4445801,29.40600777,-101.3973618,559.6169434,29.81679916,666.4595947,-562.7709961,463.4200134,673.800354,333.9485474,99.45030212,1216.568481,335.5891418,102.1335602
280.1812744,1528.790527,22.39069366,63.88576889,1526.520874,14.13773727,13.35641098,1261.281494,25.06531906,-30.82137299,957.3893433,26.63998413,-47.02807999,509.9016113,31.08255577,-100.0113678,888.5509033,27.66746712,-101.9630203,781.7713013,27.80231285,-99.7220459,670.3984985,29.44625092,-101.3707886,559.6157837,29.79698944,666.4545288,-562.7370605,463.4350891,673.7868652,333.9354553,99.47838593,1216.556519,335.5990906,102.1462173
279.804657,1529.162598,23.11036491,63.11585999,1528.071411,14.25397873,13.61061668,1261.422974,24.8445549,-30.78627586,957.4464111,26.54637527,-47.1577034,509.8704834,31.20114517,-100.0395126,888.5681152,27.65495873,-101.9409714,781.7788086,27.80661774,-99.69358063,670.3995972,29.41774559,-101.3968506,559.590332,29.83094406,666.4812622,-562.7650757,463.4078064,673.7802124,333.9317932,99.45121765,1216.575928,335.58255,102.1165237
280.0386963,1528.566895,22.57010651,63.11413574,1528.104126,14.3631525,13.34444046,1261.279907,25.07533836,-30.98332214,957.5376587,26.66543007,-47.09724045,509.9513855,31.07523537,-100.0254364,888.5395508,27.67200279,-101.9609375,781.7944336,27.80477142,-99.70752716,670.3917236,29.43392372,-101.3670883,559.6052246,29.80548668,666.4726563,-562.7608032,463.4326477,673.8803101,333.9889832,99.35641479,1216.573242,335.5844116,102.1451645
279.9858704,1528.357544,22.57483292,63.80551529,1526.518311,14.37236118,13.43413925,1261.281982,24.97289467,-30.95387077,957.5440063,26.63419914,-46.96226883,510.0285645,30.89475822,-100.0075073,888.5662231,27.65890503,-101.9471512,781.7686157,27.81344223,-99.65063477,670.3123169,29.47006226,-101.3548431,559.605835,29.79486084,666.46521,-562.7643433,463.4422607,674.0252075,334.1639404,99.13881683,1216.57019,335.5876465,102.1403961
280.0091858,1528.69458,22.6568737,63.22852325,1527.811646,14.35781479,13.64033508,1261.415161,24.79561996,-31.00720406,957.4918213,26.72389984,-47.08750916,509.8939819,31.12804794,-100.0304489,888.5698242,27.66679764,-101.9685669,781.7775879,27.81096268,-99.64297485,670.367981,29.3931942,-101.3367767,559.553833,29.83418083,666.4604492,-562.7720947,463.4203796,673.5698853,333.8333435,99.58145905,1216.579956,335.5821533,102.1109772
280.0637817,1529.089966,22.63443375,63.17983627,1527.837402,14.50010967,13.43914318,1261.266602,24.94898605,-30.99409294,957.5244751,26.6940918,-47.12930679,509.8576355,31.19396591,-100.0394135,888.5722046,27.66737747,-101.9584198,781.7806396,27.80540657,-99.74047852,670.4602661,29.40122986,-101.548439,559.4365845,30.13531303,666.4614868,-562.7711792,463.4189453,673.8746948,334.0050659,99.37029266,1216.563477,335.5936584,102.1448975
280.0187073,1528.698364,22.63026047,0,0,0,13.64140415,1261.423706,24.8091259,-30.99234962,957.5360718,26.66716766,-47.04056931,509.9112549,31.06114197,-100.0275192,888.5839233,27.66081238,-101.9551544,781.7750244,27.81501198,-99.73464203,670.4415894,29.41565895,-101.3662262,559.6030273,29.80888748,666.4622192,-562.7648926,463.4447327,673.6047363,333.8848877,99.50725555,1216.568726,335.5913391,102.1461792
280.0274048,1528.575073,22.58846092,62.8940239,1528.036255,15.35420704,13.35883904,1261.353271,25.14288139,-30.99076653,957.4755249,26.75438499,-47.03424454,509.9228516,31.05787659,-100.0408554,888.5738525,27.66057777,-101.9560318,781.7706299,27.80374718,-99.74338531,670.4567871,29.41140175,-101.361763,559.6066284,29.79788208,666.4680786,-562.769043,463.4108582,673.7841797,333.9212341,99.45728302,1216.586182,335.5756531,102.1272202
279.8862305,1528.627808,22.83411217,63.13014603,1528.093506,14.1109972,13.57365131,1261.41626,24.89785767,-31.00140762,957.5249634,26.68630409,-46.97241592,510.0379639,30.89099121,-100.0253601,888.5708008,27.66474152,-101.9482422,781.7744751,27.81956863,-99.70182037,670.3956909,29.42731667,-101.4855576,559.5497437,29.96371078,666.4650269,-562.7695313,463.4133606,674.0581055,333.9448547,99.42817688,1216.589966,335.5733032,102.1150513
279.8557434,1529.204346,23.02422142,63.7600708,1526.440063,14.98159981,13.43771839,1261.283569,24.96247864,-30.76799965,957.4414673,26.54032326,-47.1017952,509.8730469,31.15479279,-100.0147934,888.5649414,27.66439056,-101.9476547,781.7746582,27.81029129,-99.65711212,670.3480835,29.424263,-101.4026947,559.6268311,29.81222153,666.4699707,-562.7620239,463.4353943,673.8156128,333.8751221,99.5267868,1216.574463,335.5843811,102.1430206
280.0269775,1528.509033,22.56549454,63.18999481,1527.980591,14.13777637,13.62880611,1261.414307,24.81348038,-30.96588707,957.5363159,26.64434624,-46.98081589,510.0058899,30.93663216,-100.0247879,888.5610352,27.67696571,-101.9459076,781.7855835,27.81062126,-99.69802094,670.3947144,29.4299469,-101.3971634,559.5999756,29.82220459,666.4620361,-562.7718506,463.4191589,674.1213379,334.1562805,99.13736725,1216.556274,335.6040955,102.139122
280.0358276,1528.541504,22.55302811,63.08932114,1528.150146,14.30025101,13.43779182,1261.283081,24.97750282,-30.89232063,957.3294678,26.78067589,-46.97037125,510.040863,30.88861656,-100.0280151,888.5688477,27.66312408,-101.9561996,781.7807007,27.80480003,-99.62922668,670.3221436,29.43022919,-101.4837494,559.5515747,29.96442604,666.4649048,-562.7692871,463.4132996,673.7955322,333.9250793,99.4491806,1216.568481,335.596283,102.1234512
279.994873,1528.358521,22.58065414,63.76960373,1526.494873,14.62381554,13.34621811,1261.305664,25.09331512,-30.97381783,957.5472412,26.66030312,-47.00299835,510.0639343,30.88837814,-100.0249252,888.5645752,27.66345024,-101.9524612,781.770874,27.81747246,-99.62854004,670.3043823,29.44590569,-101.4791031,559.5477295,29.96715927,666.463562,-562.7644043,463.4434814,673.8156128,333.9311829,99.42995453,1216.577759,335.5818176,102.1429214
280.1717224,1528.818115,22.3875618,63.75879669,1526.384644,14.7836237,13.62770081,1261.413818,24.81077576,-30.78245544,957.4327393,26.55282211,-47.17172623,509.8530884,31.21424484,-100.0245667,888.5807495,27.66365623,-101.9543533,781.7766724,27.80888748,-99.65480042,670.3449097,29.41112137,-101.4801102,559.5632935,29.9680233,666.4596558,-562.7709961,463.4199829,673.770752,333.9396057,99.4418869,1216.58667,335.5794373,102.1220474
280.0023804,1528.585815,22.60491753,63.23694611,1527.837646,14.36435318,13.431427,1261.283569,24.9742775,-30.8520031,957.5723877,26.50850105,-47.03731918,509.9261169,31.05350113,-100.0376892,888.5576782,27.66339302,-101.9515762,781.7686768,27.80645752,-99.72882843,670.4458008,29.40449333,-101.4837112,559.5496216,29.96712494,666.4573975,-562.772583,463.4227295,673.7862549,333.9308167,99.451828,1216.591309,335.5674438,102.1253281
279.8687134,1528.637939,22.87900162,63.05580902,1527.687622,15.15433502,13.63974476,1261.415161,24.79519653,-30.97962189,957.5149536,26.69167709,-46.96143723,510.0100708,30.89871788,-100.0416336,888.5662842,27.66074562,-101.9545593,781.7471924,27.81156921,-99.70092773,670.3829956,29.44457436,-101.4821167,559.5487671,29.96543312,666.4599609,-562.7714233,463.420166,673.8189087,333.9506226,99.44890594,1216.574219,335.5879822,102.1254425
